MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC
MJ-2014-D6_megahit_metabat_bin-140,bin-140:23/62_40,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-276,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-010,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-326,bin-326:090/456_3,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-326,bin-326:090/456_4,MtrB_TIGR03509,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:23/41_25,OmcF,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_34,OmcS,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_40,DFE_0461,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_41,DFE_0462,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_42,DFE_0463,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_46,DFE_0462,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_201,OmcS,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:41/41_202,OmcS,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:25/41_4,CbcB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:01/41_185,MtrA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-178,bin-178:28/41_129,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_13,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_17,ImcH,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_18,DFE_0448,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_25,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_36,EetA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:26/49_37,EetB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:48/49_34,DFE_0461,Outer_Surface_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:48/49_35,DFE_0449,Outer_Surface_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-075,bin-075:48/49_33,Not_found,PCC_porin,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:081/136_75,Cyc2_repCluster1,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:084/136_2,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:033/136_10,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:057/136_17,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:080/136_2,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:127/136_24,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:063/136_1,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-146,bin-146:039/136_3,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-125,bin-125:627/813_2,ImcH,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-125,bin-125:740/813_1,EetB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-125,bin-125:740/813_2,EetA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-098,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-334,bin-334:116/642_1,ImcH,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-334,bin-334:203/642_2,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-334,bin-334:308/642_3,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-049,bin-049:459/540_2,MtrB_TIGR03509,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-049,bin-049:517/540_5,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:071/534_4,ImcH,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:299/534_4,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:268/534_3,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:415/534_22,DFE_0449,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:415/534_23,DFE_0449,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:452/534_11,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-077,bin-077:454/534_19,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:050/862_7,CbcB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:543/862_6,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:248/862_1,Cyc2_repCluster2,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:248/862_2,Cyc1,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:050/862_6,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:243/862_1,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-150,bin-150:243/862_2,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-150,bin-150:299/862_8,MtoA,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:337/862_16,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-150,bin-150:430/862_1,DFE_0461,Outer_Surface_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:430/862_7,DFE_0449,Outer_Surface_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:470/862_3,MtrB_TIGR03509,Not_found,mtrB
MJ-2014-D6_megahit_metabat_bin-150,bin-150:470/862_4,MtoA,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:470/862_5,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-150,bin-150:430/862_2,Not_found,PCC_porin,Not_found
MJ-2014-D6_megahit_metabat_bin-150,bin-150:243/862_9,Not_found,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-133,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-145,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-241,bin-241:036/539_3,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-241,bin-241:382/539_2,Cyc2_repCluster1,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:172/943_5,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:175/943_1,Cyc2_repCluster2,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:175/943_2,Cyc1,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:200/943_3,DFE_0462,Outer_Surface_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:337/943_1,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-045,bin-045:389/943_2,MtoA,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:675/943_2,DFE_0448,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:838/943_1,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-045,bin-045:907/943_3,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:200/943_2,Not_found,PCC_porin,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:334/943_2,Not_found,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:278/943_1,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:334/943_1,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-045,bin-045:389/943_1,Not_found,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-045,bin-045:601/943_1,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-235,bin-235:313/478_1,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-235,bin-235:467/478_1,ImcH,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-235,bin-235:387/478_3,Not_found,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-235,bin-235:387/478_4,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-290,bin-290:033/111_43,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-290,bin-290:008/111_3,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-290,bin-290:040/111_16,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-290,bin-290:056/111_18,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-371,bin-371:119/238_11,EetA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-371,bin-371:119/238_12,EetB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-129,bin-129:118/445_3,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:084/792_2,Cyc1,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:084/792_3,MtrB_TIGR03509,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:084/792_4,MtrA,Periplasmic_MHC_in_PCC,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:084/792_6,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-219,bin-219:630/792_3,Cyc2_repCluster2,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:004/792_2,MtoA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:168/792_1,MtrC_TIGR03507,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-219,bin-219:338/792_2,EetA,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:338/792_3,EetB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-219,bin-219:084/792_8,Not_found,Outer_Surface_MHC,mtrC
MJ-2014-D6_megahit_metabat_bin-282,bin-282:013/975_2,EetB,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-244,Not_found,Not_found,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:0517/2212_1,CbcL,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:0439/2212_2,DFE_0448,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:0907/2212_2,DFE_0461,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:1091/2212_2,DFE_0465,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:1128/2212_1,DFE_0448,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-069,bin-069:1160/2212_1,Not_found,Outer_Surface_MHC,Not_found
MJ-2014-D6_megahit_metabat_bin-279,bin-279:335/391_1,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-279,bin-279:298/391_2,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-279,bin-279:219/391_3,Cyc2_repCluster3,Not_found,Not_found
MJ-2014-D6_megahit_metabat_bin-279,bin-279:022/391_11,DFE_0461,Not_found,Not_found
