MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
Erken-D9_megahit_metabat_bin-0886,bin-0886:416/561_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Erken-D9_megahit_metabat_bin-0368,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0843,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0118,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0151,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0653,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0625,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0119,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0716,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0646,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0779,bin-0779:454/808_1,DFE_0461,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0779,bin-0779:672/808_2,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Erken-D9_megahit_metabat_bin-0779,bin-0779:672/808_4,DFE_0449,Periplasmic_MHC_in_PCC,Not_found,DFE_0449&Periplasmic_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0779,bin-0779:179/808_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Erken-D9_megahit_metabat_bin-0968,bin-0968:492/949_12,ImcH,Not_found,Not_found,ImcH&,
Erken-D9_megahit_metabat_bin-0968,bin-0968:101/949_2,DFE_0461,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0968,bin-0968:492/949_9,DFE_0461,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0542,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0602,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0439,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0585,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0311,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0628,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0304,bin-0304:0101/1167_2,sulfocyanin,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0304,bin-0304:0948/1167_2,642557020_CAJ74788_{pc}_hypothetical_multiheme_cytochrome_c_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071],Outer_Surface_MHC_in_PCC,Not_found,642557020_CAJ74788_{pc}_hypothetical_multiheme_cytochrome_c_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071]&Outer_Surface_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0304,bin-0304:0948/1167_3,642557019_CAJ74787_{porin}_unknown_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071],PCC_porin,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0304,bin-0304:0054/1167_1,Not_found,Outer_Surface_MHC,mtrC,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0304,bin-0304:0417/1167_1,Not_found,Outer_Surface_MHC,mtrC,637778189_YP_383877_{omc}_hypothetical_protein_[Geobacter_metallireducens_GS&mtrC&MtrC_TIGR03507&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0237,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0292,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0889,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0536,bin-0536:400/795_1,FoxZ,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0796,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0718,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0117,bin-0117:237/498_2,EetA,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0117,bin-0117:386/498_1,DFE_0461,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0586,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0404,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0601,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-1007,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0537,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0338,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0472,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0285,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0993,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0233,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0022,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0377,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0785,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0244,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0994,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0756,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0460,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0400,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0518,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0329,bin-0329:539/963_1,MtoA,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0329,bin-0329:777/963_2,FoxZ,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0545,Not_found,Not_found,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0090,bin-0090:179/766_3,642557020_CAJ74788_{pc}_hypothetical_multiheme_cytochrome_c_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071],Periplasmic_MHC_in_PCC,Not_found,642557020_CAJ74788_{pc}_hypothetical_multiheme_cytochrome_c_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071]&Outer_Surface_MHC_in_PCC&Periplasmic_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0090,bin-0090:179/766_4,642557019_CAJ74787_{porin}_unknown_protein_[Kuenenia_stuttgartiensis_genome_fragment_KUST_E_(5_of_5).:_CT573071],Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0090,bin-0090:179/766_2,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Erken-D9_megahit_metabat_bin-0090,bin-0090:380/766_2,DFE_0449,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0090,bin-0090:433/766_1,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Erken-D9_megahit_metabat_bin-0863,bin-0863:088/926_4,DFE_0449,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0863,bin-0863:088/926_6,DFE_0449,Not_found,Not_found,Irrelevant
Erken-D9_megahit_metabat_bin-0113,Not_found,Not_found,Not_found,Not_found,Irrelevant
