MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
KT1_megahit_metabat_bin-827,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-901,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-379,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-168,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-395,bin-395:423/539_2,MtoA,Not_found,Not_found,MtoA&Outer_Surface_MHC&,
KT1_megahit_metabat_bin-395,bin-395:423/539_3,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-395,bin-395:161/539_2,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-395,bin-395:161/539_3,Cyc1,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-883,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-325,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-624,bin-624:483/695_2,MtoA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-564,bin-564:365/367_1,FoxZ,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-820,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-127,bin-127:001/203_2,MtoA,Not_found,Not_found,MtoA&,
KT1_megahit_metabat_bin-127,bin-127:001/203_3,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-127,bin-127:084/203_4,DFE_0449,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-127,bin-127:166/203_2,EetA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-127,bin-127:166/203_3,EetB,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-646,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-391,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-837,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-368,bin-368:059/105_3,ImcH,Periplasmic_MHC_in_PCC,Not_found,ImcH&Periplasmic_MHC_in_PCC&,
KT1_megahit_metabat_bin-368,bin-368:054/105_105,DFE_0462,Periplasmic_MHC_in_PCC,Not_found,DFE_0461&DFE_0462&Outer_Surface_MHC&Periplasmic_MHC_in_PCC&,
KT1_megahit_metabat_bin-368,bin-368:054/105_104,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
KT1_megahit_metabat_bin-368,bin-368:059/105_5,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
KT1_megahit_metabat_bin-651,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-745,bin-745:1226/1506_2,MtoA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-163,bin-163:015/543_8,DFE_0462,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-806,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-781,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-373,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-292,bin-292:282/332_2,EetB,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-292,bin-292:282/332_3,EetA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-590,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-795,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-051,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-839,bin-839:0546/1114_1,MtoA,Not_found,Not_found,MtoA&,
KT1_megahit_metabat_bin-839,bin-839:0546/1114_2,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-839,bin-839:0546/1114_3,CymA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-543,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-463,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-863,bin-863:190/223_2,EetA,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-863,bin-863:190/223_3,EetB,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-035,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-594,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-296,Not_found,Not_found,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-524,bin-524:171/207_4,ImcH,Not_found,Not_found,ImcH&,
KT1_megahit_metabat_bin-524,bin-524:171/207_11,DFE_0461,Not_found,Not_found,Irrelevant
KT1_megahit_metabat_bin-829,bin-829:0376/1203_3,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
KT1_megahit_metabat_bin-525,Not_found,Not_found,Not_found,Not_found,Irrelevant
