MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
Umea2p1_megahit_metabat_bin-0730,bin-0730:034/217_8,DFE_0448,Periplasmic_MHC_in_PCC,Not_found,DFE_0448&DFE_0449&Outer_Surface_MHC_in_PCC&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0209,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0293,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1192,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0569,bin-0569:518/749_1,DFE_0462,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1059,bin-1059:08/66_12,ImcH,Not_found,Not_found,ImcH&,
Umea2p1_megahit_metabat_bin-1059,bin-1059:08/66_11,DFE_0461,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1059,bin-1059:37/66_3,DFE_0465,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0236,bin-0236:654/913_9,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Umea2p1_megahit_metabat_bin-0983,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1455,bin-1455:0802/1107_3,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1455,bin-1455:0079/1107_4,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1455,bin-1455:0127/1107_3,FoxZ,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0659,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0737,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0316,bin-0316:454/558_2,FoxZ,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1409,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1060,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0658,bin-0658:17/70_14,CbcL,Outer_Surface_MHC_in_PCC,mtrC,CbcL&DFE_0461&DFE_0462&mtrC&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0658,bin-0658:34/70_57,Cyc1,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0658,bin-0658:34/70_58,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0658,bin-0658:17/70_16,DFE_0448,Outer_Surface_MHC_in_PCC,Not_found,DFE_0448&DFE_0449&Outer_Surface_MHC_in_PCC&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0658,bin-0658:17/70_15,Not_found,PCC_porin,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1504,bin-1504:009/415_2,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1504,bin-1504:009/415_3,MtoA,Not_found,Not_found,MtoA&,
Umea2p1_megahit_metabat_bin-1422,bin-1422:353/395_11,CbcL,Not_found,Not_found,CbcL&,
Umea2p1_megahit_metabat_bin-1422,bin-1422:353/395_12,ImcH,Periplasmic_MHC_in_PCC,Not_found,ImcH&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-1422,bin-1422:040/395_5,CbcL,Not_found,Not_found,CbcL&,
Umea2p1_megahit_metabat_bin-1422,bin-1422:353/395_4,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Umea2p1_megahit_metabat_bin-1422,bin-1422:353/395_7,DFE_0462,Periplasmic_MHC_in_PCC,Not_found,DFE_0462&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0476,bin-0476:076/976_1,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0476,bin-0476:076/976_2,Cyc1,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0476,bin-0476:828/976_1,DFE_0449,Outer_Surface_MHC,Not_found,DFE_0449&Outer_Surface_MHC&,
Umea2p1_megahit_metabat_bin-0931,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1258,bin-1258:077/184_10,MtoA,Not_found,Not_found,MtoA&,
Umea2p1_megahit_metabat_bin-1258,bin-1258:077/184_11,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1258,bin-1258:077/184_12,CymA,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1258,bin-1258:082/184_4,EetB,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0947,bin-0947:0365/1112_7,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1443,bin-1443:097/470_2,DFE_0449,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0040,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1182,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0524,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0953,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0283,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0499,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0875,bin-0875:285/441_10,CbcL,Outer_Surface_MHC,mtrC,CbcL&mtrC&Outer_Surface_MHC&,
Umea2p1_megahit_metabat_bin-0875,bin-0875:285/441_11,DFE_0449,Periplasmic_MHC_in_PCC,Not_found,DFE_0449&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0008,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0363,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1050,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0516,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0928,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0739,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0276,bin-0276:111/620_33,MtoA,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0712,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1221,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0070,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1081,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0353,bin-0353:694/814_1,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0353,bin-0353:733/814_1,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0353,bin-0353:733/814_2,Cyc1,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0353,bin-0353:295/814_2,MtoA,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0767,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1313,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0538,bin-0538:026/100_52,CymA,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0538,bin-0538:026/100_53,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0538,bin-0538:026/100_54,MtoA,Not_found,Not_found,MtoA&,
Umea2p1_megahit_metabat_bin-0538,bin-0538:033/100_61,Cyc1,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0538,bin-0538:033/100_62,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0912,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1300,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0182,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1218,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1104,bin-1104:24/58_57,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1104,bin-1104:58/58_136,DFE_0461,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1104,bin-1104:58/58_141,DFE_0461,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0469,bin-0469:098/222_6,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Umea2p1_megahit_metabat_bin-0469,bin-0469:144/222_2,DFE_0462,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0469,bin-0469:144/222_4,DFE_0461,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0323,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1475,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0966,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0777,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0146,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0886,bin-0886:0601/1139_3,MtoA,Not_found,Not_found,MtoA&,
Umea2p1_megahit_metabat_bin-0886,bin-0886:0601/1139_4,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0886,bin-0886:0046/1139_1,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0886,bin-0886:0842/1139_5,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0886,bin-0886:0595/1139_1,FoxZ,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-1230,Not_found,Not_found,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0696,bin-0696:070/558_9,MtrA,Periplasmic_MHC_in_PCC,Not_found,MtrA&Periplasmic_MHC_in_PCC&,
Umea2p1_megahit_metabat_bin-0696,bin-0696:170/558_41,FoxY,Not_found,Not_found,Irrelevant
Umea2p1_megahit_metabat_bin-0696,bin-0696:070/558_11,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
