MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
D4_megahit_metabat_bin-203,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-006,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-168,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-012,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-089,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-157,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-064,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-007,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-154,bin-154:189/309_31,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-154,bin-154:034/309_3,MtoA,Not_found,Not_found,MtoA&,
D4_megahit_metabat_bin-154,bin-154:034/309_4,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-154,bin-154:089/309_11,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-187,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-011,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-108,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-005,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-215,bin-215:147/437_7,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-215,bin-215:079/437_8,ImcH,Not_found,Not_found,ImcH&,
D4_megahit_metabat_bin-215,bin-215:218/437_10,CbcL,Not_found,Not_found,CbcL&,
D4_megahit_metabat_bin-215,bin-215:079/437_11,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-215,bin-215:232/437_21,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-219,bin-219:0990/1409_7,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-219,bin-219:0990/1409_8,Cyc1,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-219,bin-219:0397/1409_2,MtoA,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-219,bin-219:0477/1409_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-219,bin-219:0982/1409_3,Not_found,Outer_Surface_MHC,octR,octR&Outer_Surface_MHC&,
D4_megahit_metabat_bin-219,bin-219:1146/1409_19,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-041,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-172,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-111,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-159,bin-159:08/22_82,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-218,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-105,bin-105:345/448_2,Cyc2_repCluster1,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-166,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-056,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-068,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-225,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-043,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-091,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-107,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-034,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-021,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-224,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-189,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-082,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-019,bin-019:04/10_8,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-019,bin-019:05/10_8,Cyc2_repCluster1,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-114,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-032,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-097,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-115,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:010/319_15,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:131/319_22,ImcH,Not_found,Not_found,ImcH&,
D4_megahit_metabat_bin-045,bin-045:315/319_5,CbcA,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:315/319_6,CbcB,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:152/319_5,CbcL,Not_found,Not_found,CbcL&,
D4_megahit_metabat_bin-045,bin-045:055/319_4,OmcF,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:054/319_1,637127430_NP_953784_{porin}_ombB_hypothetical_protein_[Geobacter_sulfurreducens_PCA:_NC_002939],PCC_porin,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:054/319_2,642769371_YP_002140171_{pc}_hypothetical_protein_[Geobacter_bemidjiensis_Bem:_NC_011146],Outer_Surface_MHC_in_PCC,Not_found,642769371_YP_002140171_{pc}_hypothetical_protein_[Geobacter_bemidjiensis_Bem:_NC_011146]&Outer_Surface_MHC_in_PCC&,
D4_megahit_metabat_bin-045,bin-045:054/319_3,640548485_YP_001229768_{omc}_hypothetical_protein_[Geobacter_uraniumreducens_Rf4:_NC_009483],Outer_Surface_MHC_in_PCC,Not_found,640548485_YP_001229768_{omc}_hypothetical_protein_[Geobacter_uraniumreducens_Rf4:_NC_009483]&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
D4_megahit_metabat_bin-045,bin-045:088/319_20,DFE_0449,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:091/319_14,DFE_0462,Periplasmic_MHC_in_PCC,Not_found,DFE_0462&Periplasmic_MHC_in_PCC&,
D4_megahit_metabat_bin-045,bin-045:091/319_17,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:091/319_9,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&DFE_0465&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:152/319_3,DFE_0448,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:216/319_40,DFE_0448,Outer_Surface_MHC,Not_found,DFE_0448&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:216/319_41,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:315/319_7,DFE_0448,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-045,bin-045:140/319_16,Not_found,Periplasmic_MHC_in_PCC,Not_found,Periplasmic_MHC_in_PCC&,
D4_megahit_metabat_bin-045,bin-045:002/319_16,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:010/319_16,Not_found,Outer_Surface_MHC,Not_found,napB&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:012/319_25,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:040/319_4,Not_found,Outer_Surface_MHC,Not_found,643638976_YP_002537141_{omc}_hypothetical_protein_[Geobacter_sp._FRC&,
D4_megahit_metabat_bin-045,bin-045:091/319_18,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:091/319_19,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:091/319_20,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:091/319_21,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:114/319_1,Not_found,Outer_Surface_MHC,Not_found,napB&Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:114/319_22,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:122/319_4,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:122/319_8,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:140/319_9,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&Periplasmic_MHC_in_PCC&,
D4_megahit_metabat_bin-045,bin-045:140/319_10,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-045,bin-045:200/319_6,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
D4_megahit_metabat_bin-163,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-033,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-103,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-198,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:21/40_34,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:29/40_37,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:08/40_2,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:31/40_19,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:17/40_127,Cyc2_repCluster1,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:31/40_10,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-116,bin-116:39/40_30,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-199,Not_found,Not_found,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-221,bin-221:0385/1534_2,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-221,bin-221:0895/1534_2,DFE_0461,Not_found,Not_found,Irrelevant
D4_megahit_metabat_bin-117,Not_found,Not_found,Not_found,Not_found,Irrelevant
