MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
Ki2-D2_megahit_metabat_bin-0175,bin-0175:025/754_4,MtrB_TIGR03509,Not_found,mtrB,Irrelevant
Ki2-D2_megahit_metabat_bin-0175,bin-0175:025/754_5,CymA,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0175,bin-0175:172/754_3,MtrB_TIGR03509,Not_found,mtrB,Irrelevant
Ki2-D2_megahit_metabat_bin-0175,bin-0175:386/754_2,MtoA,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0220,bin-0220:095/543_21,DFE_0449,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0751,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1299,bin-1299:04/16_44,MtoA,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1496,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1705,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1169,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0592,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0300,bin-0300:141/161_3,EetB,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0300,bin-0300:141/161_4,EetA,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0639,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0461,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1695,bin-1695:17/98_18,Cyc1,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1695,bin-1695:17/98_19,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1695,bin-1695:58/98_42,DFE_0448,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0875,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0008,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1443,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0159,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0899,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0526,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0111/1116_1,DFE_0461,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0249/1116_5,MtrA,Periplasmic_MHC_in_PCC,Not_found,MtrA&Periplasmic_MHC_in_PCC&,
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0249/1116_6,MtrC_TIGR03507,Outer_Surface_MHC,mtrC,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0265/1116_3,DFE_0462,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0476/1116_6,DFE_0448,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0112,bin-0112:1083/1116_1,MtoA,Outer_Surface_MHC,Not_found,MtoA&Outer_Surface_MHC&,
Ki2-D2_megahit_metabat_bin-0112,bin-0112:0769/1116_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ki2-D2_megahit_metabat_bin-0302,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0950,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0863,bin-0863:320/859_4,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
Ki2-D2_megahit_metabat_bin-0527,bin-0527:03/38_20,ImcH,Not_found,Not_found,ImcH&,
Ki2-D2_megahit_metabat_bin-0527,bin-0527:03/38_22,CbcL,Not_found,Not_found,CbcL&,
Ki2-D2_megahit_metabat_bin-0527,bin-0527:03/38_23,DFE_0461,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0800,bin-0800:096/450_11,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0800,bin-0800:106/450_7,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0800,bin-0800:307/450_39,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-0926,bin-0926:194/893_5,MtoA,Not_found,Not_found,MtoA&,
Ki2-D2_megahit_metabat_bin-0926,bin-0926:194/893_6,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1455,bin-1455:044/175_2,MtoA,Not_found,Not_found,MtoA&,
Ki2-D2_megahit_metabat_bin-1455,bin-1455:044/175_3,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1455,bin-1455:054/175_2,EetA,Not_found,Not_found,Irrelevant
Ki2-D2_megahit_metabat_bin-1455,bin-1455:054/175_3,EetB,Not_found,Not_found,Irrelevant
