MAG,Total EET,EET Porin, Outer Surface MHC in PCC, Outer Surface MHC, Periplasmic MHC in PCC
M_DeepCast_65m_m2_061,5,0,5,0,0
K_Offshore_120m_m2_196,0,0,0,0,0
K_Offshore_80m_m1_177,0,0,0,0,0
M_surface_7_m2_239,0,0,0,0,0
K_DeepCast_250m_m1_110,0,0,0,0,0
M_DeepCast_65m_m2_204,1,0,1,0,0
M_DeepCast_65m_m2_001,3,0,3,0,0
K_DeepCast_250m_m2_143,0,0,0,0,0
K_DeepCast_250m_mx_219,0,0,0,0,0
K_Offshore_120m_mx_162,0,0,0,0,0
K_DeepCast_65m_m2_097,0,0,0,0,0
K_Offshore_80m_m2_029,1,0,1,0,0
M_surface_10_m2_196,1,0,1,0,0
K_DeepCast_1200m_m1_255,0,0,0,0,0
K_Offshore_surface_m2_020,0,0,0,0,0
M_DeepCast_200m_m2_194,0,0,0,0,0
M_surface_7_m1_304,0,0,0,0,0
K_Offshore_40m_mx_227,0,0,0,0,0
K_Offshore_surface_m1_010,0,0,0,0,0
K_DeepCast_150m_m2_147,4,0,3,0,1
M_DeepCast_65m_m1_284,0,0,0,0,0
K_Offshore_120m_mx_222,2,0,2,0,0
M_DeepCast_50m_m1_018,0,0,0,0,0
K_DeepCast_100m_m1_307,0,0,0,0,0
K_Offshore_80m_m2_194,0,0,0,0,0
K_DeepCast_150m_m1_051,0,0,0,0,0
K_Offshore_120m_m2_146,0,0,0,0,0
K_DeepCast_100m_m1_199,0,0,0,0,0
K_Offshore_0m_mx_117,0,0,0,0,0
M_DeepCast_65m_m2_014,6,1,0,5,0
M_DeepCast_50m_m2_146,1,0,1,0,0
K_Offshore_80m_m2_061,0,0,0,0,0
K_DeepCast_35m_m1_077,0,0,0,0,0
M_DeepCast_400m_m2_252,0,0,0,0,0
M_surface_10_m2_076,0,0,0,0,0
K_DeepCast_250m_m1_105,0,0,0,0,0
K_Offshore_40m_m2_012,0,0,0,0,0
M_DeepCast_50m_m2_194,0,0,0,0,0
K_Offshore_surface_m2_247,0,0,0,0,0
K_DeepCast_1200m_m2_207,0,0,0,0,0
M_DeepCast_65m_m1_095,0,0,0,0,0
K_DeepCast_65m_m2_236,0,0,0,0,0
K_DeepCast_65m_m2_033,0,0,0,0,0
K_Offshore_80m_m2_146,0,0,0,0,0
M_DeepCast_50m_m2_207,0,0,0,0,0
M_DeepCast_65m_m2_266,0,0,0,0,0
K_DeepCast_100m_m2_118,6,1,2,3,0
M_surface_8_m2_185,0,0,0,0,0
M_DeepCast_400m_m2_020,0,0,0,0,0
M_DeepCast_400m_m2_225,0,0,0,0,0
K_DeepCast_250m_m1_172,0,0,0,0,0
M_surface_9_m2_080,0,0,0,0,0
M_surface_6_m2_085,1,0,1,0,0
K_Offshore_80m_m2_003,0,0,0,0,0
M_DeepCast_400m_m2_303,0,0,0,0,0
M_DeepCast_65m_m2_126,1,0,1,0,0
M_DeepCast_400m_m2_230,0,0,0,0,0
K_DeepCast_35m_m2_046,0,0,0,0,0
K_Offshore_40m_m1_251,0,0,0,0,0
K_Offshore_40m_m1_054,0,0,0,0,0
K_DeepCast_300m_mx_218,0,0,0,0,0
K_Offshore_40m_mx_105,0,0,0,0,0
M_DeepCast_50m_m2_029,0,0,0,0,0
K_DeepCast_150m_m2_098,0,0,0,0,0
K_Offshore_0m_mx_046,0,0,0,0,0
M_surface_10_m2_119,0,0,0,0,0
K_DeepCast_1200m_m2_124,0,0,0,0,0
K_DeepCast_100m_m2_150,0,0,0,0,0
K_Offshore_80m_m2_058,0,0,0,0,0
K_Offshore_120m_m2_141,0,0,0,0,0
K_DeepCast_100m_m2_203,6,0,3,0,3
M_DeepCast_400m_m2_096,0,0,0,0,0
M_DeepCast_400m_m2_293,0,0,0,0,0
K_Offshore_surface_mx_130,1,0,1,0,0
K_DeepCast_1200m_m1_317,2,0,2,0,0
K_DeepCast_150m_m2_200,14,0,9,0,5
M_DeepCast_50m_m2_187,0,0,0,0,0
K_DeepCast_300m_m2_211,0,0,0,0,0
K_DeepCast_250m_m2_062,0,0,0,0,0
K_DeepCast_250m_m1_364,4,1,1,2,0
K_DeepCast_250m_m1_199,0,0,0,0,0
K_Offshore_surface_m1_194,0,0,0,0,0
K_DeepCast_35m_m2_023,0,0,0,0,0
M_DeepCast_400m_m2_100,1,0,1,0,0
M_DeepCast_65m_m1_226,2,0,2,0,0
K_Offshore_80m_m1_165,0,0,0,0,0
M_DeepCast_400m_m1_356,0,0,0,0,0
K_DeepCast_35m_m1_088,0,0,0,0,0
M_DeepCast_65m_m2_156,1,0,1,0,0
M_DeepCast_50m_m2_137,4,0,4,0,0
M_surface_10_m1_251,0,0,0,0,0
M_surface_10_m2_064,0,0,0,0,0
K_DeepCast_65m_m2_035,2,0,2,0,0
M_DeepCast_200m_mx_231,0,0,0,0,0
K_Offshore_80m_m2_123,0,0,0,0,0
K_Offshore_80m_m1_225,0,0,0,0,0
K_DeepCast_250m_mx_116,1,0,1,0,0
K_DeepCast_250m_m1_047,0,0,0,0,0
M_surface_10_m2_039,0,0,0,0,0
K_Offshore_40m_mx_046,0,0,0,0,0
M_DeepCast_400m_m1_028,1,0,1,0,0
M_surface_9_m1_013,0,0,0,0,0
K_DeepCast_250m_m2_119,1,0,1,0,0
K_Offshore_80m_m2_186,0,0,0,0,0
M_DeepCast_65m_m1_022,0,0,0,0,0
K_DeepCast_300m_m1_220,0,0,0,0,0
K_DeepCast_150m_m1_139,0,0,0,0,0
M_surface_10_m1_315,0,0,0,0,0
K_DeepCast_35m_m1_012,0,0,0,0,0
K_Offshore_40m_m1_268,0,0,0,0,0
M_DeepCast_65m_m2_071,0,0,0,0,0
K_Offshore_40m_m2_150,0,0,0,0,0
M_DeepCast_65m_m1_282,10,1,5,3,1
M_DeepCast_100m_mx_312,0,0,0,0,0
M_DeepCast_50m_m1_090,0,0,0,0,0
K_DeepCast_35m_m2_009,2,1,0,1,0
K_DeepCast_250m_m1_078,0,0,0,0,0
K_Offshore_120m_m2_200,0,0,0,0,0
K_Offshore_0m_mx_037,0,0,0,0,0
K_Offshore_0m_m1_055,0,0,0,0,0
K_Offshore_40m_m1_220,2,0,1,0,1
K_DeepCast_1200m_m2_005,0,0,0,0,0
M_DeepCast_200m_mx_295,0,0,0,0,0
K_Offshore_40m_m1_243,0,0,0,0,0
M_DeepCast_400m_m2_082,0,0,0,0,0
K_Offshore_80m_m2_187,0,0,0,0,0
K_DeepCast_100m_m2_324,2,0,2,0,0
K_DeepCast_250m_m2_015,0,0,0,0,0
M_DeepCast_65m_mx_036,0,0,0,0,0
M_DeepCast_400m_m2_044,0,0,0,0,0
K_DeepCast_150m_m1_084,0,0,0,0,0
K_Offshore_80m_m1_189,0,0,0,0,0
K_Offshore_120m_m2_058,0,0,0,0,0
K_DeepCast_65m_m1_262,0,0,0,0,0
K_DeepCast_35m_m2_037,1,0,1,0,0
K_DeepCast_100m_mx_218,6,1,3,1,1
K_DeepCast_35m_m1_007,0,0,0,0,0
K_Offshore_120m_m2_038,0,0,0,0,0
M_surface_9_m1_249,0,0,0,0,0
K_DeepCast_250m_m1_045,0,0,0,0,0
M_surface_10_m2_136,0,0,0,0,0
M_DeepCast_50m_m2_156,0,0,0,0,0
K_Offshore_80m_m2_121,0,0,0,0,0
K_DeepCast_65m_m2_251,0,0,0,0,0
M_DeepCast_400m_m1_127,0,0,0,0,0
M_surface_7_m2_191,0,0,0,0,0
K_Offshore_0m_mx_139,0,0,0,0,0
K_DeepCast_100m_m1_112,0,0,0,0,0
M_surface_9_m2_112,0,0,0,0,0
K_DeepCast_150m_m2_071,4,0,3,0,1
M_surface_9_m1_277,1,0,1,0,0
K_Offshore_120m_m2_006,0,0,0,0,0
K_Offshore_surface_m1_273,0,0,0,0,0
M_DeepCast_65m_mx_068,0,0,0,0,0
K_Offshore_80m_m2_039,0,0,0,0,0
K_DeepCast_250m_m2_195,0,0,0,0,0
M_DeepCast_100m_m1_373,0,0,0,0,0
M_DeepCast_400m_m2_269,0,0,0,0,0
K_Offshore_80m_m2_191,0,0,0,0,0
K_Offshore_80m_m1_159,0,0,0,0,0
M_surface_10_m1_278,0,0,0,0,0
M_DeepCast_100m_mx_241,0,0,0,0,0
K_Offshore_80m_m2_157,0,0,0,0,0
K_DeepCast_65m_m1_217,0,0,0,0,0
K_DeepCast_250m_m1_236,0,0,0,0,0
M_DeepCast_65m_m2_011,6,0,6,0,0
M_surface_10_m1_294,1,0,1,0,0
K_Offshore_80m_m2_185,0,0,0,0,0
K_Offshore_40m_m2_124,0,0,0,0,0
K_Offshore_surface_mx_210,0,0,0,0,0
K_DeepCast_150m_m1_110,0,0,0,0,0
K_Offshore_80m_m2_228,0,0,0,0,0
M_DeepCast_50m_m2_169,0,0,0,0,0
M_DeepCast_400m_m2_128,0,0,0,0,0
K_Offshore_40m_m2_212,0,0,0,0,0
K_Offshore_120m_m1_009,0,0,0,0,0
K_DeepCast_100m_m1_278,0,0,0,0,0
K_DeepCast_250m_m1_044,3,0,1,0,2
K_DeepCast_1200m_m2_191,0,0,0,0,0
M_DeepCast_65m_m2_155,0,0,0,0,0
M_surface_10_m2_141,0,0,0,0,0
K_DeepCast_35m_m1_073,0,0,0,0,0
K_Offshore_40m_m1_292,0,0,0,0,0
M_DeepCast_400m_m2_235,0,0,0,0,0
M_surface_9_m2_068,0,0,0,0,0
K_DeepCast_250m_m2_061,0,0,0,0,0
M_DeepCast_65m_m2_010,0,0,0,0,0
K_DeepCast_0m_m1_227,0,0,0,0,0
K_Offshore_40m_m2_239,0,0,0,0,0
K_Offshore_80m_m2_006,0,0,0,0,0
K_Offshore_80m_m2_203,0,0,0,0,0
M_DeepCast_50m_m1_244,0,0,0,0,0
K_DeepCast_100m_mx_034,0,0,0,0,0
K_Offshore_40m_m2_131,0,0,0,0,0
K_Offshore_40m_m1_237,0,0,0,0,0
K_Offshore_0m_m2_072,0,0,0,0,0
M_DeepCast_65m_m2_186,1,0,1,0,0
M_surface_7_m2_013,0,0,0,0,0
K_Offshore_surface_m1_204,2,0,2,0,0
K_Offshore_120m_m1_041,0,0,0,0,0
K_Offshore_40m_m2_103,0,0,0,0,0
M_surface_9_m2_064,0,0,0,0,0
K_DeepCast_65m_m2_187,0,0,0,0,0
M_DeepCast_100m_m2_243,5,1,3,1,0
M_DeepCast_100m_m1_323,0,0,0,0,0
K_Offshore_120m_m2_043,0,0,0,0,0
K_Offshore_40m_m1_063,0,0,0,0,0
K_DeepCast_150m_m2_164,1,0,1,0,0
K_DeepCast_150m_m2_294,0,0,0,0,0
K_Offshore_80m_m2_057,0,0,0,0,0
M_DeepCast_200m_m2_189,0,0,0,0,0
M_surface_9_m1_009,0,0,0,0,0
M_DeepCast_65m_m2_041,0,0,0,0,0
M_DeepCast_200m_m1_344,0,0,0,0,0
K_Offshore_80m_m2_107,0,0,0,0,0
M_surface_10_m2_023,0,0,0,0,0
M_DeepCast_400m_m2_207,0,0,0,0,0
K_Offshore_80m_m1_004,0,0,0,0,0
K_Offshore_80m_m2_034,0,0,0,0,0
K_DeepCast_35m_m1_037,0,0,0,0,0
M_DeepCast_65m_m2_104,1,0,1,0,0
M_surface_9_m1_282,0,0,0,0,0
K_Offshore_80m_m2_224,0,0,0,0,0
K_Offshore_40m_m2_080,0,0,0,0,0
M_surface_10_m1_298,0,0,0,0,0
K_DeepCast_300m_m2_256,0,0,0,0,0
K_DeepCast_150m_m1_344,4,1,0,3,0
K_Offshore_80m_m2_084,0,0,0,0,0
K_DeepCast_35m_m1_297,0,0,0,0,0
K_DeepCast_35m_m2_191,0,0,0,0,0
M_DeepCast_65m_m2_009,1,0,1,0,0
K_Offshore_120m_m2_035,0,0,0,0,0
K_Offshore_40m_m1_259,0,0,0,0,0
M_DeepCast_65m_m1_275,0,0,0,0,0
K_DeepCast_250m_m2_102,0,0,0,0,0
M_DeepCast_65m_m1_070,0,0,0,0,0
M_DeepCast_400m_m2_153,0,0,0,0,0
K_Offshore_80m_m2_056,0,0,0,0,0
K_Offshore_surface_m2_239,0,0,0,0,0
M_surface_9_m1_296,0,0,0,0,0
K_Offshore_80m_m2_035,0,0,0,0,0
M_DeepCast_400m_m2_130,0,0,0,0,0
M_DeepCast_50m_m2_189,0,0,0,0,0
M_DeepCast_100m_mx_118,0,0,0,0,0
M_DeepCast_200m_m2_085,0,0,0,0,0
K_Offshore_surface_m1_032,0,0,0,0,0
M_DeepCast_100m_m1_014,0,0,0,0,0
K_DeepCast_150m_m2_056,0,0,0,0,0
M_DeepCast_400m_m2_195,3,0,2,0,1
K_Offshore_0m_m1_007,0,0,0,0,0
M_surface_6_mx_051,0,0,0,0,0
K_DeepCast_100m_m2_315,0,0,0,0,0
K_Offshore_80m_m1_186,1,0,1,0,0
K_DeepCast_65m_m2_193,0,0,0,0,0
K_Offshore_120m_m2_034,0,0,0,0,0
M_surface_9_m2_088,1,0,1,0,0
K_DeepCast_150m_m2_113,0,0,0,0,0
K_Offshore_80m_m2_020,0,0,0,0,0
K_DeepCast_250m_m1_077,0,0,0,0,0
K_Offshore_80m_m2_113,0,0,0,0,0
K_DeepCast_65m_m2_066,0,0,0,0,0
K_Offshore_40m_m1_049,0,0,0,0,0
K_Offshore_80m_m2_170,0,0,0,0,0
K_Offshore_80m_m2_043,0,0,0,0,0
K_DeepCast_35m_m2_065,0,0,0,0,0
K_DeepCast_35m_m2_155,0,0,0,0,0
K_DeepCast_250m_m2_027,0,0,0,0,0
K_Offshore_40m_m2_287,0,0,0,0,0
M_DeepCast_200m_m1_298,0,0,0,0,0
K_DeepCast_150m_m2_086,0,0,0,0,0
M_DeepCast_400m_m2_340,0,0,0,0,0
K_Offshore_80m_m2_040,0,0,0,0,0
K_DeepCast_100m_m2_328,8,1,5,1,1
K_Offshore_surface_mx_080,0,0,0,0,0
K_DeepCast_65m_m1_055,4,0,4,0,0
K_Offshore_80m_m2_226,0,0,0,0,0
M_DeepCast_50m_m2_054,0,0,0,0,0
K_DeepCast_250m_m1_342,5,0,2,0,3
K_Offshore_120m_m2_037,1,0,1,0,0
K_Offshore_80m_m2_218,0,0,0,0,0
M_surface_8_m2_026,0,0,0,0,0
M_DeepCast_400m_m2_048,0,0,0,0,0
K_DeepCast_100m_m1_326,5,1,1,3,0
K_DeepCast_100m_m2_316,9,1,2,3,3
K_DeepCast_100m_mx_141,0,0,0,0,0
K_Offshore_surface_m2_014,0,0,0,0,0
K_DeepCast_150m_m2_040,0,0,0,0,0
M_DeepCast_400m_m2_183,0,0,0,0,0
K_Offshore_surface_mx_256,1,0,1,0,0
K_DeepCast_150m_m2_250,0,0,0,0,0
K_Offshore_120m_m2_041,0,0,0,0,0
M_surface_7_m2_040,0,0,0,0,0
K_DeepCast_150m_m2_105,0,0,0,0,0
M_DeepCast_400m_m2_133,0,0,0,0,0
M_DeepCast_50m_m1_274,0,0,0,0,0
M_DeepCast_100m_m2_149,0,0,0,0,0
M_DeepCast_400m_m2_266,0,0,0,0,0
M_DeepCast_50m_m2_111,0,0,0,0,0
K_DeepCast_250m_m2_101,0,0,0,0,0
K_Offshore_120m_m1_203,0,0,0,0,0
K_DeepCast_100m_m2_189,0,0,0,0,0
M_surface_7_m2_037,0,0,0,0,0
K_Offshore_120m_m2_055,0,0,0,0,0
K_Offshore_40m_m2_176,0,0,0,0,0
M_DeepCast_65m_m2_091,1,0,1,0,0
K_DeepCast_100m_mx_276,0,0,0,0,0
K_Offshore_surface_m1_220,0,0,0,0,0
K_DeepCast_35m_m2_067,0,0,0,0,0
M_DeepCast_400m_m2_341,6,0,4,0,2
K_Offshore_80m_m2_041,1,0,1,0,0
M_DeepCast_65m_m1_262,1,0,1,0,0
M_DeepCast_50m_m2_233,0,0,0,0,0
M_surface_9_m1_279,0,0,0,0,0
K_DeepCast_35m_m2_327,0,0,0,0,0
M_DeepCast_50m_m2_245,1,0,1,0,0
M_DeepCast_400m_m1_102,0,0,0,0,0
K_Offshore_40m_m1_238,0,0,0,0,0
M_surface_9_m2_059,0,0,0,0,0
M_DeepCast_65m_m2_224,0,0,0,0,0
M_DeepCast_65m_m1_011,9,1,3,4,1
M_DeepCast_65m_mx_140,0,0,0,0,0
K_DeepCast_35m_m1_317,0,0,0,0,0
M_surface_9_m2_109,0,0,0,0,0
K_DeepCast_0m_m1_088,0,0,0,0,0
K_DeepCast_65m_m1_022,3,0,2,0,1
M_surface_10_m2_188,0,0,0,0,0
K_Offshore_80m_m1_157,0,0,0,0,0
M_DeepCast_400m_m2_062,7,1,3,3,0
K_DeepCast_1200m_m2_283,0,0,0,0,0
M_DeepCast_200m_m2_041,0,0,0,0,0
M_surface_9_m2_137,0,0,0,0,0
K_Offshore_80m_m2_092,0,0,0,0,0
K_DeepCast_150m_m2_167,1,0,1,0,0
M_DeepCast_50m_m2_218,0,0,0,0,0
K_Offshore_80m_m1_039,0,0,0,0,0
M_DeepCast_50m_m2_086,0,0,0,0,0
K_Offshore_120m_m2_023,0,0,0,0,0
M_surface_6_m2_121,0,0,0,0,0
K_DeepCast_150m_m2_257,1,0,1,0,0
K_Offshore_80m_m2_094,0,0,0,0,0
M_surface_7_m2_242,0,0,0,0,0
M_DeepCast_400m_m1_009,0,0,0,0,0
K_DeepCast_100m_m2_162,2,0,2,0,0
K_DeepCast_150m_m2_307,0,0,0,0,0
K_DeepCast_35m_m1_027,0,0,0,0,0
K_Offshore_80m_m2_102,3,0,3,0,0
K_DeepCast_250m_m2_056,0,0,0,0,0
K_DeepCast_250m_m1_333,4,2,0,2,0
K_DeepCast_35m_m1_177,2,0,2,0,0
K_DeepCast_35m_m2_271,0,0,0,0,0
M_DeepCast_50m_m1_133,0,0,0,0,0
M_DeepCast_200m_m2_052,2,1,0,1,0
K_DeepCast_150m_m1_387,0,0,0,0,0
M_DeepCast_50m_m1_063,0,0,0,0,0
M_surface_10_m2_100,0,0,0,0,0
K_Offshore_80m_m2_117,0,0,0,0,0
K_Offshore_surface_m2_088,1,0,1,0,0
M_surface_9_m1_241,0,0,0,0,0
K_DeepCast_100m_m2_241,0,0,0,0,0
M_surface_7_m1_001,0,0,0,0,0
K_Offshore_80m_m2_081,0,0,0,0,0
K_Offshore_80m_m2_079,0,0,0,0,0
K_Offshore_40m_m2_139,0,0,0,0,0
M_surface_7_m1_048,0,0,0,0,0
M_DeepCast_200m_m2_220,0,0,0,0,0
M_DeepCast_200m_m2_025,0,0,0,0,0
K_Offshore_80m_m2_053,0,0,0,0,0
M_DeepCast_50m_m2_117,0,0,0,0,0
M_DeepCast_65m_m1_270,0,0,0,0,0
K_DeepCast_250m_m2_302,0,0,0,0,0
K_DeepCast_300m_m2_247,0,0,0,0,0
K_DeepCast_250m_m2_231,5,0,4,0,1
K_DeepCast_0m_m1_144,1,0,1,0,0
M_DeepCast_200m_m2_046,1,0,1,0,0
K_DeepCast_1200m_m2_081,0,0,0,0,0
M_DeepCast_50m_m2_221,0,0,0,0,0
K_DeepCast_100m_m2_305,2,0,2,0,0
K_DeepCast_150m_m1_063,0,0,0,0,0
K_DeepCast_35m_m1_286,0,0,0,0,0
K_Offshore_40m_m1_004,0,0,0,0,0
M_surface_6_m1_040,0,0,0,0,0
K_DeepCast_35m_m1_018,0,0,0,0,0
K_Offshore_40m_m2_034,0,0,0,0,0
K_Offshore_80m_m2_128,0,0,0,0,0
K_DeepCast_150m_m1_015,0,0,0,0,0
M_DeepCast_100m_m1_067,0,0,0,0,0
K_DeepCast_100m_m2_176,8,1,3,3,1
M_DeepCast_65m_m1_265,7,0,3,0,4
K_DeepCast_250m_m2_317,0,0,0,0,0
M_DeepCast_400m_m1_040,0,0,0,0,0
M_DeepCast_200m_mx_001,0,0,0,0,0
K_DeepCast_35m_m2_130,0,0,0,0,0
M_DeepCast_65m_mx_099,0,0,0,0,0
M_DeepCast_400m_m2_325,0,0,0,0,0
K_Offshore_80m_m2_115,0,0,0,0,0
M_DeepCast_50m_m2_162,0,0,0,0,0
K_Offshore_120m_m1_194,1,0,1,0,0
M_DeepCast_65m_m2_256,0,0,0,0,0
K_DeepCast_250m_m2_227,0,0,0,0,0
K_DeepCast_35m_m2_150,0,0,0,0,0
K_Offshore_80m_m2_176,0,0,0,0,0
K_Offshore_surface_m2_011,0,0,0,0,0
K_Offshore_80m_m1_178,0,0,0,0,0
M_surface_8_m2_110,1,0,1,0,0
K_Offshore_40m_mx_120,0,0,0,0,0
M_DeepCast_65m_m2_268,0,0,0,0,0
K_DeepCast_65m_m2_238,0,0,0,0,0
M_DeepCast_400m_m1_328,0,0,0,0,0
M_DeepCast_200m_m2_208,0,0,0,0,0
M_DeepCast_200m_mx_194,0,0,0,0,0
K_DeepCast_150m_m2_305,0,0,0,0,0
K_Offshore_40m_m2_104,0,0,0,0,0
M_surface_9_mx_199,0,0,0,0,0
K_DeepCast_150m_m1_356,0,0,0,0,0
K_Offshore_80m_m1_195,0,0,0,0,0
K_DeepCast_65m_m1_223,1,0,1,0,0
K_DeepCast_65m_m2_213,0,0,0,0,0
M_DeepCast_65m_m2_243,0,0,0,0,0
K_DeepCast_250m_mx_298,0,0,0,0,0
K_Offshore_80m_m1_206,0,0,0,0,0
K_DeepCast_100m_m2_268,4,1,2,1,0
K_DeepCast_0m_m2_222,0,0,0,0,0
M_DeepCast_65m_mx_077,6,0,2,0,4
K_DeepCast_250m_m1_352,1,0,1,0,0
M_surface_7_m2_032,0,0,0,0,0
K_DeepCast_35m_m2_259,0,0,0,0,0
K_Offshore_80m_m1_181,0,0,0,0,0
K_Offshore_surface_m2_010,0,0,0,0,0
K_Offshore_80m_m2_019,0,0,0,0,0
K_DeepCast_100m_mx_210,6,2,1,3,0
M_DeepCast_65m_mx_150,0,0,0,0,0
M_DeepCast_50m_m1_060,0,0,0,0,0
M_DeepCast_400m_m2_122,0,0,0,0,0
K_Offshore_80m_m2_222,0,0,0,0,0
K_DeepCast_35m_m2_204,0,0,0,0,0
M_DeepCast_200m_mx_060,0,0,0,0,0
K_DeepCast_35m_m1_052,1,0,1,0,0
M_DeepCast_400m_m2_277,0,0,0,0,0
M_DeepCast_100m_mx_191,0,0,0,0,0
K_Offshore_120m_m1_195,0,0,0,0,0
K_Offshore_40m_m2_283,0,0,0,0,0
M_DeepCast_65m_mx_133,0,0,0,0,0
K_DeepCast_250m_m1_330,0,0,0,0,0
K_Offshore_120m_m2_148,1,0,1,0,0
K_DeepCast_35m_m1_047,0,0,0,0,0
K_Offshore_80m_m2_162,0,0,0,0,0
M_DeepCast_400m_m2_351,0,0,0,0,0
K_Offshore_80m_m2_051,0,0,0,0,0
K_DeepCast_150m_m2_097,0,0,0,0,0
K_DeepCast_0m_m2_115,0,0,0,0,0
M_surface_9_m1_291,0,0,0,0,0
K_Offshore_80m_m2_101,0,0,0,0,0
M_DeepCast_65m_m2_129,0,0,0,0,0
K_Offshore_40m_m2_105,0,0,0,0,0
K_DeepCast_150m_m2_101,0,0,0,0,0
M_DeepCast_50m_m2_018,0,0,0,0,0
K_Offshore_80m_m2_097,0,0,0,0,0
K_Offshore_surface_m2_005,0,0,0,0,0
K_DeepCast_100m_m2_307,4,0,3,0,1
