MAG,orf,FeGenie_HMM,Shaomei_Type
AM-lipid-01-D8_megahit_metabat_bin-1043,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1604,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0459,bin-0459:11/38_219,ImcH,Not found
AM-lipid-01-D8_megahit_metabat_bin-0459,bin-0459:29/38_103,DFE_0449,Periplasmic MHC in PCC
AM-lipid-01-D8_megahit_metabat_bin-0459,bin-0459:29/38_104,DFE_0449,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-0459,bin-0459:34/38_201,DFE_0462,Not found
AM-lipid-01-D8_megahit_metabat_bin-0459,bin-0459:34/38_183,Not found,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-0290,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0080,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1576,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0663,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0291,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:251/683_1,ExtA_pcc_cyt,Not found
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:566/683_3,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:665/683_2,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:116/683_16,DFE_0462,Periplasmic MHC in PCC
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:116/683_17,MtrC_TIGR03507,Periplasmic MHC in PCC
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:440/683_7,DFE_0448,Not found
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:047/683_9,Not found,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-0234,bin-0234:116/683_18,Not found,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-1263,bin-1263:214/858_3,Cyc2_repCluster2,Not found
AM-lipid-01-D8_megahit_metabat_bin-1263,bin-1263:781/858_1,Not found,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-0724,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1430,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0983,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:137/259_16,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:137/259_17,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:148/259_7,ImcH,Not found
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:021/259_2,MtrC_TIGR03507,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:106/259_2,MtrC_TIGR03507,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-1573,bin-1573:193/259_14,Not found,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-0533,bin-0533:018/403_2,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-0533,bin-0533:016/403_4,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-0533,bin-0533:217/403_3,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-0533,bin-0533:368/403_4,DFE_0461,Not found
AM-lipid-01-D8_megahit_metabat_bin-1644,bin-1644:263/335_1,Cyc2_repCluster2,Not found
AM-lipid-01-D8_megahit_metabat_bin-1644,bin-1644:023/335_13,MtoA,Not found
AM-lipid-01-D8_megahit_metabat_bin-1644,bin-1644:101/335_1,MtrB_TIGR03509,Not found
AM-lipid-01-D8_megahit_metabat_bin-1644,bin-1644:329/335_1,EetA,Not found
AM-lipid-01-D8_megahit_metabat_bin-1644,bin-1644:329/335_2,EetB,Not found
AM-lipid-01-D8_megahit_metabat_bin-0790,bin-0790:287/610_1,Cyc2_repCluster2,Not found
AM-lipid-01-D8_megahit_metabat_bin-0790,bin-0790:054/610_1,MtrB_TIGR03509,Not found
AM-lipid-01-D8_megahit_metabat_bin-0790,bin-0790:274/610_2,MtoA,Not found
AM-lipid-01-D8_megahit_metabat_bin-0606,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0612,bin-0612:026/160_10,Cyc2_repCluster1,Not found
AM-lipid-01-D8_megahit_metabat_bin-0612,bin-0612:136/160_36,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-0612,bin-0612:117/160_8,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-0612,bin-0612:124/160_2,Cyc2_repCluster3,Not found
AM-lipid-01-D8_megahit_metabat_bin-1341,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1144,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1485,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-0757,Not found,Not found,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:025/311_10,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:105/311_16,CbcL,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:012/311_2,DFE_0462,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:017/311_7,DFE_0461,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:025/311_12,DFE_0461,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:025/311_13,DFE_0461,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:153/311_80,DFE_0461,Not found
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:259/311_3,DFE_0462,Outer Surface MHC
AM-lipid-01-D8_megahit_metabat_bin-1392,bin-1392:303/311_51,DFE_0449,Not found
AM-lipid-01-D8_megahit_metabat_bin-1259,Not found,Not found,Not found
