MAG,orf,FeGenie_HMM,Shaomei_Type
Umea2p3_megahit_metabat_bin-1113,bin-1113:229/637_1,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1113,bin-1113:229/637_2,Cyc1,Not found
Umea2p3_megahit_metabat_bin-1113,bin-1113:613/637_1,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1113,bin-1113:521/637_5,MtrC_TIGR03507,Not found
Umea2p3_megahit_metabat_bin-1113,bin-1113:558/637_2,DFE_0462,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1113,bin-1113:617/637_4,DFE_0448,Not found
Umea2p3_megahit_metabat_bin-1113,bin-1113:581/637_9,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1303,bin-1303:147/169_4,CbcL,Not found
Umea2p3_megahit_metabat_bin-1303,bin-1303:070/169_9,ImcH,Not found
Umea2p3_megahit_metabat_bin-1303,bin-1303:070/169_12,CbcL,Not found
Umea2p3_megahit_metabat_bin-1303,bin-1303:147/169_2,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1398,bin-1398:015/329_7,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1398,bin-1398:053/329_2,CbcL,Not found
Umea2p3_megahit_metabat_bin-1398,bin-1398:053/329_3,CbcL,Not found
Umea2p3_megahit_metabat_bin-1398,bin-1398:053/329_4,ImcH,Not found
Umea2p3_megahit_metabat_bin-1398,bin-1398:264/329_7,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1068,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0334,bin-0334:0288/1002_2,MtoA,Not found
Umea2p3_megahit_metabat_bin-0334,bin-0334:0288/1002_3,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0334,bin-0334:0285/1002_7,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0334,bin-0334:0596/1002_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1093,bin-1093:368/583_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1036,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1524,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0491,bin-0491:0923/1121_2,CbcB,Not found
Umea2p3_megahit_metabat_bin-0491,bin-0491:0321/1121_2,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0491,bin-0491:0863/1121_1,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0491,bin-0491:0923/1121_3,DFE_0462,Not found
Umea2p3_megahit_metabat_bin-0063,bin-0063:006/202_19,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0063,bin-0063:075/202_13,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0063,bin-0063:075/202_14,MtoA,Not found
Umea2p3_megahit_metabat_bin-0273,bin-0273:058/191_5,ImcH,Not found
Umea2p3_megahit_metabat_bin-0273,bin-0273:124/191_5,CbcL,Not found
Umea2p3_megahit_metabat_bin-0273,bin-0273:124/191_6,CbcL,Not found
Umea2p3_megahit_metabat_bin-0273,bin-0273:030/191_12,MtrC_TIGR03507,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0340,bin-0340:21/81_33,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0340,bin-0340:21/81_34,Cyc1,Not found
Umea2p3_megahit_metabat_bin-0340,bin-0340:21/81_39,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_20,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_21,MtrA,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_22,MtrC_TIGR03507,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_23,MtrC_TIGR03507,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0340,bin-0340:78/81_9,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1219,bin-1219:116/779_4,CbcL,Not found
Umea2p3_megahit_metabat_bin-1219,bin-1219:359/779_5,Cyc2_repCluster3,Not found
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_3,643596351 YP_002493934 {porin} hypothetical protein [Anaeromyxobacter dehalogenans 2CP-1: NC_011891],PCC porin
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_4,643596352 YP_002493935 {pc} hypothetical protein [Anaeromyxobacter dehalogenans 2CP-1: NC_011891],Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1219,bin-1219:039/779_2,DFE_0465,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1219,bin-1219:091/779_2,MtrC_TIGR03507,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1219,bin-1219:116/779_2,DFE_0448,Not found
Umea2p3_megahit_metabat_bin-1219,bin-1219:172/779_4,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_2,Not found,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1219,bin-1219:385/779_5,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_15,CbcL,Not found
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_17,DFE_0462,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_18,DFE_0462,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_21,DFE_0462,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_24,DFE_0461,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_25,DFE_0463,Not found
Umea2p3_megahit_metabat_bin-1172,bin-1172:0355/1087_4,DFE_0448,Not found
Umea2p3_megahit_metabat_bin-1172,bin-1172:0366/1087_1,DFE_0462,Not found
Umea2p3_megahit_metabat_bin-1172,bin-1172:1055/1087_1,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_16,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0692,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0826,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0418,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1614,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1313,bin-1313:565/854_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-1313,bin-1313:823/854_9,CbcL,Not found
Umea2p3_megahit_metabat_bin-1313,bin-1313:837/854_5,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1313,bin-1313:228/854_7,DFE_0449,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1313,bin-1313:599/854_2,DFE_0449,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1313,bin-1313:709/854_2,DFE_0448,Not found
Umea2p3_megahit_metabat_bin-1313,bin-1313:545/854_1,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0515,bin-0515:189/506_5,ImcH,Not found
Umea2p3_megahit_metabat_bin-0515,bin-0515:161/506_4,DFE_0449,Not found
Umea2p3_megahit_metabat_bin-0515,bin-0515:122/506_3,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1388,bin-1388:37/98_75,Cyc2_repCluster3,Not found
Umea2p3_megahit_metabat_bin-1388,bin-1388:47/98_33,CbcL,Not found
Umea2p3_megahit_metabat_bin-1388,bin-1388:47/98_34,CbcL,Not found
Umea2p3_megahit_metabat_bin-1388,bin-1388:33/98_114,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1388,bin-1388:60/98_223,637127415 NP_953769 {omc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1388,bin-1388:60/98_222,MtrC_TIGR03507,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1388,bin-1388:60/98_225,Not found,PCC porin
Umea2p3_megahit_metabat_bin-1388,bin-1388:60/98_224,Not found,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1388,bin-1388:23/98_1,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1388,bin-1388:33/98_111,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1388,bin-1388:53/98_55,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1365,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1338,bin-1338:367/865_4,ExtC_pcc_lp_cyt,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1338,bin-1338:367/865_5,ExtB_porin,PCC porin
Umea2p3_megahit_metabat_bin-1338,bin-1338:586/865_2,CbcL,Not found
Umea2p3_megahit_metabat_bin-1338,bin-1338:742/865_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-1338,bin-1338:595/865_1,Cyc2_repCluster3,Not found
Umea2p3_megahit_metabat_bin-1338,bin-1338:367/865_3,637127415 NP_953769 {omc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1338,bin-1338:117/865_2,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1338,bin-1338:352/865_1,MtrC_TIGR03507,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1338,bin-1338:053/865_5,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1338,bin-1338:179/865_5,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0262,bin-0262:186/602_1,ImcH,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0262,bin-0262:186/602_4,DFE_0461,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1033,bin-1033:1041/1182_2,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0917,bin-0917:125/125_28,ImcH,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0917,bin-0917:020/125_26,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0917,bin-0917:125/125_31,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0917,bin-0917:125/125_35,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1050,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0319,bin-0319:118/249_15,CbcL,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0319,bin-0319:081/249_3,ImcH,Not found
Umea2p3_megahit_metabat_bin-0319,bin-0319:081/249_4,DFE_0449,Not found
Umea2p3_megahit_metabat_bin-0319,bin-0319:118/249_14,DFE_0449,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0319,bin-0319:118/249_7,DFE_0461,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0319,bin-0319:164/249_1,DFE_0462,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-0319,bin-0319:191/249_5,DFE_0461,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0319,bin-0319:191/249_8,DFE_0462,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0319,bin-0319:164/249_2,Not found,PCC porin
Umea2p3_megahit_metabat_bin-0319,bin-0319:118/249_8,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0319,bin-0319:118/249_9,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1413,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0621,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0931,bin-0931:074/271_27,DFE_0462,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0931,bin-0931:168/271_3,DFE_0462,Not found
Umea2p3_megahit_metabat_bin-0931,bin-0931:168/271_5,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-0580,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0159,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0283,bin-0283:011/843_23,CbcL,Not found
Umea2p3_megahit_metabat_bin-0283,bin-0283:763/843_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-0283,bin-0283:763/843_2,ImcH,Not found
Umea2p3_megahit_metabat_bin-0283,bin-0283:363/843_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0283,bin-0283:011/843_30,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-0742,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1435,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0303,bin-0303:053/142_25,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0303,bin-0303:053/142_26,MtoA,Not found
Umea2p3_megahit_metabat_bin-0303,bin-0303:093/142_5,Cyc1,Not found
Umea2p3_megahit_metabat_bin-0303,bin-0303:093/142_6,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0303,bin-0303:085/142_3,FoxZ,Not found
Umea2p3_megahit_metabat_bin-1002,bin-1002:413/547_2,ImcH,Not found
Umea2p3_megahit_metabat_bin-1002,bin-1002:108/547_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-1002,bin-1002:108/547_2,CbcL,Not found
Umea2p3_megahit_metabat_bin-1002,bin-1002:481/547_3,DFE_0462,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1002,bin-1002:481/547_2,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1408,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1618,bin-1618:172/177_20,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1618,bin-1618:172/177_21,Cyc1,Not found
Umea2p3_megahit_metabat_bin-1618,bin-1618:148/177_1,MtoA,Not found
Umea2p3_megahit_metabat_bin-0278,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1179,bin-1179:051/132_15,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1179,bin-1179:051/132_16,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1644,bin-1644:017/124_27,CbcL,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:017/124_33,CbcL,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:014/124_61,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:082/124_29,DFE_0465,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:082/124_31,DFE_0461,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1644,bin-1644:082/124_34,DFE_0462,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1644,bin-1644:017/124_19,DFE_0461,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:082/124_27,DFE_0449,Not found
Umea2p3_megahit_metabat_bin-1644,bin-1644:117/124_2,DFE_0461,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1644,bin-1644:117/124_7,DFE_0448,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0042,bin-0042:106/179_2,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1487,bin-1487:094/388_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1487,bin-1487:249/388_2,Cyc1,Not found
Umea2p3_megahit_metabat_bin-1487,bin-1487:249/388_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1140,bin-1140:062/145_9,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1345,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-1707,bin-1707:223/600_5,CbcL,Not found
Umea2p3_megahit_metabat_bin-1707,bin-1707:223/600_6,CbcL,Not found
Umea2p3_megahit_metabat_bin-1707,bin-1707:470/600_4,DFE_0461,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1707,bin-1707:470/600_7,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1707,bin-1707:308/600_5,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1502,bin-1502:64/70_74,Cyc1,Not found
Umea2p3_megahit_metabat_bin-1502,bin-1502:64/70_75,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-1502,bin-1502:16/70_37,CbcB,Not found
Umea2p3_megahit_metabat_bin-1502,bin-1502:16/70_36,DFE_0462,Not found
Umea2p3_megahit_metabat_bin-1502,bin-1502:49/70_17,DFE_0449,Not found
Umea2p3_megahit_metabat_bin-1502,bin-1502:52/70_47,,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1502,bin-1502:52/70_46,Not found,PCC porin
Umea2p3_megahit_metabat_bin-0237,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0359,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0240,bin-0240:163/200_15,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0240,bin-0240:163/200_16,Cyc1,Not found
Umea2p3_megahit_metabat_bin-0838,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0208,bin-0208:073/118_30,ImcH,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0208,bin-0208:017/118_22,CbcL,Not found
Umea2p3_megahit_metabat_bin-0208,bin-0208:073/118_38,DFE_0461,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0208,bin-0208:073/118_39,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0208,bin-0208:073/118_41,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1706,bin-1706:402/745_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-1706,bin-1706:513/745_8,DFE_0449,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1706,bin-1706:006/745_8,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1706,bin-1706:006/745_11,Not found,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1706,bin-1706:006/745_7,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1706,bin-1706:317/745_2,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0751,bin-0751:49/92_8,CbcL,Not found
Umea2p3_megahit_metabat_bin-0175,bin-0175:004/148_1,Cyc2_repCluster1,Not found
Umea2p3_megahit_metabat_bin-0175,bin-0175:020/148_26,EetA,Not found
Umea2p3_megahit_metabat_bin-0175,bin-0175:020/148_27,EetB,Not found
Umea2p3_megahit_metabat_bin-0175,bin-0175:024/148_6,MtoA,Not found
Umea2p3_megahit_metabat_bin-0536,bin-0536:0834/1320_3,MtoA,Not found
Umea2p3_megahit_metabat_bin-0536,bin-0536:0834/1320_4,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0536,bin-0536:0205/1320_7,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0536,bin-0536:0253/1320_3,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0750,bin-0750:1445/1459_1,CbcL,Not found
Umea2p3_megahit_metabat_bin-0750,bin-0750:1445/1459_3,ImcH,Not found
Umea2p3_megahit_metabat_bin-0750,bin-0750:0437/1459_1,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0750,bin-0750:1078/1459_1,Cyc2_repCluster2,Not found
Umea2p3_megahit_metabat_bin-0750,bin-0750:0882/1459_1,DFE_0449,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0750,bin-0750:0935/1459_1,DFE_0449,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0750,bin-0750:0381/1459_7,Not found,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0593,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0242,Not found,Not found,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:075/164_39,MtrB_TIGR03509,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:075/164_40,MtoA,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:075/164_42,CbcL,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:010/164_17,EetA,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:010/164_18,EetB,Not found
Umea2p3_megahit_metabat_bin-0389,bin-0389:036/164_74,DFE_0465,Not found
