MAG,Total EET,EET Porin, Outer Surface MHC in PCC, Outer Surface MHC, Periplasmic MHC in PCC
Erken-D4_megahit_metabat_bin-1179,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0582,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0449,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1436,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0230,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0303,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0398,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0090,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0068,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1334,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0247,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0112,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0224,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0329,4,0,3,0,1
Erken-D4_megahit_metabat_bin-1075,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1265,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0666,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0533,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1504,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1336,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1484,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0952,1,0,1,0,0
Erken-D4_megahit_metabat_bin-1442,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0734,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0757,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0499,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0639,1,0,1,0,0
Erken-D4_megahit_metabat_bin-0105,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1309,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0110,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1144,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0348,0,0,0,0,0
Erken-D4_megahit_metabat_bin-0898,0,0,0,0,0
Erken-D4_megahit_metabat_bin-1272,0,0,0,0,0
